PostalCode,Address,Route_January,Route_July,LeafYardWaste_January,LeafYardWaste_July,PropertyType
P6B 3W5,100 Wawanosh Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W9,43 Cameron Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4X5,15 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W1,125 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W5,185 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,16 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W5,187 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,12 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W8,40 Cameron Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 3W3,30 Wawanosh Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 3W3,26 Wawanosh Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,26 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V3,5 Van Daele Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V3,15 Van Daele Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W8,36 Cameron Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,22 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V3,9 Van Daele Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,90 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W1,137 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W8,42 Cameron Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W5,195 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V3,17 Van Daele Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 3N5,28 Stevens Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,86 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W5,191 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W2,102 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,80 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4T9,166 Reid Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W1,129 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4T9,174 Reid Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,76 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6J5,21 Lothian Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W9,49 Cameron Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4X4,6 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W2,106 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W1,133 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,30 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V3,21 Van Daele Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4X4,8 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W1,145 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W8,44 Cameron Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W8,48 Cameron Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6J5,23 Lothian Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W1,141 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,47 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Z2,251 Great Northern Road,Thursday,Thursday,"Route ""B""","Route ""A""",Non-residential
P6B 4X4,10 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W5,203 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V3,25 Van Daele Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 3N4,24 Stevens Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4C4,124 Oryme Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W5,199 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W5,207 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V3,29 Van Daele Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P9,70 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Y2,149 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Z2,259 Great Northern Road,Thursday,Thursday,"Route ""B""","Route ""A""",Non-residential
P6B 4Y2,105 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4X9,81 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,53 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6J5,31 Lothian Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Y1,148 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6J5,20 Lothian Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6J5,24 Lothian Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W2,128 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W2,126 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5R1,21 Hardiman Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 1X9,106 McNabb Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 1X9,112 McNabb Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6J5,35 Lothian Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W4,218 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5R1,25 Hardiman Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,83 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,89 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4X8,82 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W4,180 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6J5,28 Lothian Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4C4,96 Oryme Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6J5,32 Lothian Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W4,186 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4C4,90 Oryme Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Y1,160 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,79 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W4,192 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Y1,164 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Y1,156 Blake Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4C4,102 Oryme Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V5,2 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4V5,4 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4C4,108 Oryme Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5R1,33 Hardiman Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4C4,118 Oryme Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5R1,29 Hardiman Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W4,196 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 1X9,120 McNabb Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W4,202 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W4,210 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5R1,37 Hardiman Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,61 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4W4,206 Elmwood Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,73 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,69 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 5P8,65 Grandville Crescent,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4C4,112 Oryme Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Y4,15 Great Northern Road,Thursday,Thursday,"Route ""B""","Route ""A""",Non-residential
P6B 1X9,118 McNabb Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 1Y1,128 McNabb Street,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 4Z6,248 Great Northern Road,Thursday,Thursday,"Route ""B""","Route ""A""",Non-residential
P6B 4W7,18 Cameron Avenue,Thursday,Thursday,"Route ""B""","Route ""A""",Residential
P6A 4E4,94 Nicolas Avenue,Monday,Monday,"Route ""A""","Route ""A""",Residential
P6A 4E4,96 Nicolas Avenue,Monday,Monday,"Route ""A""","Route ""A""",Residential
P6A 4G4,90 Lewis Road,Monday,Monday,"Route ""A""","Route ""A""",Residential
P6A 4G4,82 Lewis Road,Monday,Monday,"Route ""A""","Route ""A""",Residential
P6A 3G6,116 Pim Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6A 2N1,780 Wellington Street East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6A 2N1,772 Wellington Street East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6A 2A4,690 Queen Street East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Non-residential
P6A 1Z7,452 Queen Street East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Non-residential
P6A 1Z7,446 Queen Street East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Non-residential
P6B 2E7,110 Walnut Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,311 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,306 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1X2,98 St. George's Avenue East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1X2,94 St. George's Avenue East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2H7,42 Maple Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1X2,110 St. George's Avenue East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2H7,46 Maple Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2G7,65 Spruce Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,360 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,352 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,319 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,358 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1X2,106 St. George's Avenue East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,362 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,320 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,318 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,316 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J5,27 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,31 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,7 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,1 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,3 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,33 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,27 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J5,37 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,29 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J5,33 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J5,57 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J5,61 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M5,20 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J5,39 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1X2,114 St. George's Avenue East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1X3,122 St. George's Avenue East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,10 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1X3,118 St. George's Avenue East,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,12 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,8 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,34 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,32 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,30 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,8 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,25 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,26 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,323 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,347 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,353 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,23 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,21 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,345 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,349 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,36 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,331 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,32 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,26 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,14 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,38 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,355 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,20 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,16 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,335 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,357 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,333 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,339 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,364 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,24 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J5,43 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,22 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J5,51 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M6,21 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2H8,94 Maple Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,326 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,324 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,330 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M5,12 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,332 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M5,16 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,336 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M6,23 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,64 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M6,25 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M6,27 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,338 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,44 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,48 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,19 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,61 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Non-residential
P6B 2K7,363 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,49 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,17 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,365 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,369 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,57 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,55 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2H8,98 Maple Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2J4,52 Birch Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,53 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,385 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K7,377 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1V3,90 Wilcox Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,20 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2H8,102 Maple Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M5,62 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,16 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M5,58 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,15 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,13 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1V3,110 Wilcox Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1V3,122 Wilcox Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,9 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2M5,52 Trelawne Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L8,11 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,292 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1V2,50 Wilcox Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1V2,48 Wilcox Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2E5,56 Walnut Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2K5,296 Wilson Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2E5,64 Walnut Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 2L9,12 Grosvenor Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1W4,95 Pardee Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1W4,99 Pardee Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1W4,105 Pardee Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6B 1V1,41 Wilcox Avenue,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6A 2V9,22 Abbott Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6A 2V9,16 Abbott Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6A 2W6,35 Hughes Street,Tuesday,Tuesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,451 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E8,429 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,436 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L3,408 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B2,415 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B2,411 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,449 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M4,439 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M4,433 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L3,416 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E8,437 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B2,423 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6B 2B2,419 North Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E8,439 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E8,449 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L3,452 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L3,412 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L3,456 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,428 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,432 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,455 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L3,460 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3E8,459 Morin Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L3,464 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,395 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H2,407 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H4,444 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3H2,411 Bush Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 1H6,63 Bloor Street West,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,431 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L4,427 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,453 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,442 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,438 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3L3,426 Charles Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,419 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,461 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,409 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3N4,384 Northland Road,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3J8,463 John Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,448 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
P6C 3M3,454 Parliament Street,Wednesday,Wednesday,"Route ""A""","Route ""A""",Residential
